,Truck id,Bridge id,Waiting time,Type
0,LargeBus22278,N104_LRPSa,0,LargeBus
1,SmallTruck22287,N2_LRP228b,0,SmallTruck
2,SmallTruck22277,N102_LRP082a,0,SmallTruck
3,MiniBus22282,N2_LRP118a,0,MiniBus
4,MiniBus22282,N2_LRP118b,0,MiniBus
5,MiniBus22282,N2_LRP118e,0,MiniBus
6,MediumTruck22272,N1_LRP001a,0,MediumTruck
7,MediumTruck22273,N1_LRP456c,0,MediumTruck
8,LargeBus22274,N1_LRP010b,0,LargeBus
9,LargeBus22274,N1_LRP010c,0,LargeBus
10,LargeBus22274,N1_LRP011a,0,LargeBus
11,MediumTruck22275,N2_LRP285c,0,MediumTruck
12,LargeBus22278,N1_LRP145a,0,LargeBus
13,MiniBus22282,N2_LRP118g,0,MiniBus
14,MiniBus22282,N2_LRP119c,0,MiniBus
15,SmallTruck22287,N2_LRP226d,0,SmallTruck
16,SmallTruck22287,N2_LRP226c,0,SmallTruck
17,MediumTruck22273,N1_LRP456a,0,MediumTruck
18,MediumTruck22275,N2_LRP285a,0,MediumTruck
19,MediumTruck22275,N2_LRP284c,0,MediumTruck
20,MiniBus22282,N2_LRP120a,0,MiniBus
21,SmallTruck22287,N2_LRP225c,0,SmallTruck
22,MediumTruck22273,N1_LRP455a,0,MediumTruck
23,LargeBus22274,N1_LRP012a,0,LargeBus
24,LargeBus22274,N1_LRP012b,0,LargeBus
25,MediumTruck22275,N2_LRP284b,0,MediumTruck
26,MediumTruck22280,N105_LRP003a,0,MediumTruck
27,MiniBus22282,N2_LRP121a,0,MiniBus
28,MediumTruck22285,N2_LRP188a,0,MediumTruck
29,MediumTruck22285,N2_LRP187b,0,MediumTruck
30,LargeBus22274,N1_LRP014a,0,LargeBus
31,MediumTruck22275,N2_LRP283b,0,MediumTruck
32,LargeBus22278,N1_LRP143a,0,LargeBus
33,MiniBus22282,N2_LRP121c,0,MiniBus
34,MiniBus22286,N208_LRP004c,0,MiniBus
35,SmallTruck22287,N2_LRP224b,0,SmallTruck
36,MediumTruck22292,N1_LRP083a,0,MediumTruck
37,MediumTruck22294,N104_LRPSa,0,MediumTruck
38,MediumTruck22303,N2_LRP228b,0,MediumTruck
39,MediumTruck22272,N1_LRP004b,0,MediumTruck
40,MediumTruck22276,N1_LRP077a,0,MediumTruck
41,LargeBus22278,N1_LRP142a,0,LargeBus
42,SmallTruck22279,N104_LRP044d,0,SmallTruck
43,MiniBus22282,N2_LRP122b,0,MiniBus
44,MiniBus22282,N2_LRP123c,0,MiniBus
45,MediumTruck22285,N2_LRP186d,0,MediumTruck
46,MediumTruck22285,N2_LRP186c,0,MediumTruck
47,MediumTruck22292,N1_LRP083b,0,MediumTruck
48,MediumTruck22293,N102_LRP082a,0,MediumTruck
49,MediumTruck22298,N2_LRP118a,0,MediumTruck
50,MediumTruck22298,N2_LRP118b,0,MediumTruck
51,MediumTruck22298,N2_LRP118e,0,MediumTruck
