,Truck id,Bridge id,Waiting time,Type
0,MediumTruck1542,N104_LRPSa,0,MediumTruck
1,HeavyTruck1544,N1_LRP011a,0,HeavyTruck
2,MediumTruck1551,N2_LRP228b,0,MediumTruck
3,MediumTruck1541,N102_LRP082a,0,MediumTruck
4,HeavyTruck1544,N1_LRP010c,0,HeavyTruck
5,HeavyTruck1544,N1_LRP010b,0,HeavyTruck
6,MediumTruck1546,N2_LRP118a,0,MediumTruck
7,MediumTruck1546,N2_LRP118b,0,MediumTruck
8,MediumTruck1546,N2_LRP118e,0,MediumTruck
9,MediumTruck1548,N2_LRP146a,0,MediumTruck
10,MediumTruck1536,N1_LRP001a,0,MediumTruck
11,MediumTruck1537,N1_LRP456c,0,MediumTruck
12,LargeBus1539,N2_LRP285c,0,LargeBus
13,LargeBus1539,N2_LRP285a,0,LargeBus
14,MediumTruck1546,N2_LRP118g,0,MediumTruck
15,LargeBus1549,N207_LRP066b,0,LargeBus
16,MediumTruck1551,N2_LRP226d,0,MediumTruck
17,MediumTruck1551,N2_LRP226c,0,MediumTruck
18,MediumTruck1537,N1_LRP456a,0,MediumTruck
19,LargeBus1539,N2_LRP284c,0,LargeBus
20,LargeBus1539,N2_LRP284b,0,LargeBus
21,MediumTruck1542,N1_LRP145a,0,MediumTruck
22,MediumTruck1546,N2_LRP119c,0,MediumTruck
23,MediumTruck1546,N2_LRP120a,0,MediumTruck
24,MediumTruck1551,N2_LRP225c,0,MediumTruck
25,MediumTruck1537,N1_LRP455a,0,MediumTruck
26,LargeBus1539,N2_LRP283b,0,LargeBus
27,MediumTruck1546,N2_LRP121a,0,MediumTruck
28,MediumTruck1542,N1_LRP143a,0,MediumTruck
29,MiniBus1543,N104_LRP044d,0,MiniBus
30,MediumTruck1546,N2_LRP121c,0,MediumTruck
31,SmallTruck1550,N208_LRP004c,0,SmallTruck
32,MediumTruck1551,N2_LRP224b,0,MediumTruck
33,MediumTruck1558,N104_LRPSa,0,MediumTruck
34,SmallTruck1567,N2_LRP228b,0,SmallTruck
35,MediumTruck1536,N1_LRP004b,0,MediumTruck
36,LargeBus1540,N1_LRP077a,0,LargeBus
37,MediumTruck1546,N2_LRP122b,0,MediumTruck
38,MediumTruck1548,N2_LRP141b,0,MediumTruck
39,MediumTruck1548,N2_LRP141a,0,MediumTruck
40,SmallTruck1556,N102_LRPSc,0,SmallTruck
41,MediumTruck1557,N102_LRP082a,0,MediumTruck
42,MediumTruck1537,N1_LRP452e,0,MediumTruck
43,MediumTruck1537,N1_LRP452d,0,MediumTruck
44,MediumTruck1542,N1_LRP142a,0,MediumTruck
45,MediumTruck1546,N2_LRP123c,0,MediumTruck
46,MediumTruck1548,N2_LRP140c,0,MediumTruck
47,LargeBus1549,N207_LRP061d,0,LargeBus
48,SmallTruck1552,N1_LRP001a,0,SmallTruck
49,LargeBus1553,N1_LRP456c,0,LargeBus
50,SmallTruck1554,N1_LRP010b,0,SmallTruck
51,SmallTruck1554,N1_LRP010c,0,SmallTruck
52,LargeBus1555,N2_LRP285c,0,LargeBus
53,LargeBus1555,N2_LRP285a,0,LargeBus
54,SmallTruck1556,N102_LRP002a,0,SmallTruck
