road,id,model_type,break_prob,name,lat,lon,length,condition
N1,N1_LRP304b,bridge,0.0,AODU NAGOR (2) BOX CULVERT,21.9689581196808,92.0641501117021,1.5,
N1,N1_link178,link,,,21.96409911548555,92.0647146207704,1057.0000000000164,
N1,N1_LRP305c,bridge,0.0,BONPUKR PARA BOX CULVERT,21.9592401112903,92.0652791298387,8.2,
N1,N1_link179,link,,,21.9586361374633,92.06583620582845,317.0000000000073,
N1,N1_LRP306a,bridge,0.0,BON PUKUL PARA BOX CULVERT,21.9580321636363,92.0663932818182,3.0,
N1,N1_link180,link,,,21.9550558521636,92.06710354513174,615.9999999999854,
N1,N1_LRP306b,bridge,0.0009569377990430622,SANTI RCC GIDER BRIDGE,21.9520795406909,92.0678138084453,22.4,
N1,N1_link181,link,,,21.948739456354097,92.06737123469985,752.0000000000095,
N1,N1_LRP307a,bridge,0.0,SANTI BOX CULVERT,21.9453993720173,92.0669286609544,1.4,
N1,N1_link182,link,,,21.940714193732198,92.0647356922658,1163.000000000011,
N1,N1_LRP308a,bridge,0.0,BRICK FIELD BOX CULVERT,21.9360290154471,92.0625427235772,4.5,
N1,N1_link183,link,,,21.9349872284745,92.06210443886366,251.9999999999527,
N1,N1_LRP308b,bridge,0.0,BACK FILD BOX CULVERT,21.9339454415019,92.0616661541501,9.3,
N1,N1_link184,link,,,21.93312705705665,92.0612335560559,216.00000000000819,
N1,N1_LRP309a,bridge,0.0,AZIZNAGOR FOREST BOX CULVERT,21.9323086726114,92.0608009579617,4.5,
N1,N1_link185,link,,,21.931344961305697,92.06024249773085,254.99999999999545,
N1,N1_LRP309b,bridge,0.0,AZIZ NOGOR FOREST BOX CULVERT,21.93038125,92.0596840375,4.7,
N1,N1_link186,link,,,21.9241466052564,92.0597101681517,1338.0000000000223,
N1,N1_LRP310a,bridge,0.0,AZIZNAGOR BOX CULVERT,21.9179119605128,92.0597362988034,2.0,
N1,N1_link187,link,,,21.9173355634247,92.05986311507826,197.00000000000273,
N1,N1_LRP310b,bridge,0.0,AZIZ NOGAR BOX CULVERT,21.9167591663366,92.0599899313531,3.0,
N1,N1_link188,link,,,21.915415943482202,92.06026857016084,358.0000000000041,
N1,N1_LRP311a,bridge,0.0,AZIZ NAGOR 1,21.9140727206278,92.0605472089686,4.0,
N1,N1_link189,link,,,21.9118478163804,92.0605566677915,507.000000000005,
N1,N1_LRP311b,bridge,0.0,AZIZ NAGOR 2,21.909622912133,92.0605661266144,9.2,
N1,N1_link190,link,,,21.900323282033348,92.0601336011525,1991.9999999999618,
N1,N1_LRP313b,bridge,0.0,HARBHANG CHOR,21.8910236519337,92.0597010756906,13.64,
N1,N1_link191,link,,,21.886122586651098,92.05935131023425,1109.0000000000373,
N1,N1_LRP314a,bridge,0.0,GHOIL MARA BOX CULVERT,21.8812215213685,92.0590015447779,9.3,
N1,N1_link192,link,,,21.87817063076295,92.0590556930582,685.9999999999786,
N1,N1_LRP315a,bridge,0.0,HARBANG,21.8751197401574,92.0591098413385,3.0,
N1,N1_link193,link,,,21.8689774408615,92.05929735628115,1393.000000000029,
N1,N1_LRP316a,bridge,0.0,HARBANG,21.8628351415656,92.0594848712238,3.0,
N1,N1_link194,link,,,21.86140386064765,92.05983778989115,323.99999999995543,
N1,N1_LRP317a,bridge,0.028708133971291867,HARBANGCHORA,21.8599725797297,92.0601907085585,56.4,
N1,N1_link195,link,,,21.85645068489245,92.06057416422394,792.00000000003,
N1,N1_LRP318a,bridge,0.0,ALIPUR BOX CULVERT,21.8529287900552,92.0609576198894,14.3,
N1,N1_link196,link,,,21.8518941611848,92.0609533771936,230.99999999999454,
N1,N1_LRP318b,bridge,0.0,HARBANG,21.8508595323144,92.0609491344978,2.1,
N1,N1_link197,link,,,21.8469148032464,92.06227379917375,963.9999999999986,
N1,N1_LRP319a,bridge,0.0,HAR BAG BOX CULVERT,21.8429700741784,92.0635984638497,4.5,
N1,N1_link198,link,,,21.84168182125065,92.0642655055273,322.9999999999791,
N1,N1_LRP319b,bridge,0.0,HAR BAG BOX CULVERT,21.8403935683229,92.0649325472049,3.0,
N1,N1_link199,link,,,21.83724844180475,92.06660306914385,796.0000000000491,
N1,N1_LRP320a,bridge,0.0,ATKOTA,21.8341033152866,92.0682735910828,15.8,
N1,N1_link200,link,,,21.83106456835755,92.06978857292235,711.9999999999891,
N1,N1_LRP321a,bridge,0.0,AKOTA BAZAR BOX CULVERT,21.8280258214285,92.0713035547619,7.3,
N1,N1_link201,link,,,21.82690450102035,92.0718250914966,276.00000000001046,
N1,N1_LRP321b,bridge,0.027407034332242088,BODOI TOLA RCC GIDER BRIDGE,21.8257831806122,92.0723466282313,46.0,
N1,N1_link202,link,,,21.82346302783025,92.07318338355469,545.9999999999923,
N1,N1_LRP321d,bridge,0.0,BODAITALI BOX CULVERT,21.8211428750483,92.0740201388781,12.4,
N1,N1_link203,link,,,21.819656067634597,92.07398218711859,336.9999999999891,
N1,N1_LRP322a,bridge,0.0,BODOITOLI BOX CULVERT,21.8181692602209,92.0739442353591,14.0,
N1,N1_link204,link,,,21.810796531392498,92.0755882240898,1822.0000000000027,
N1,N1_LRP323b,bridge,0.0,BANIYAR CHORA,21.8034238025641,92.0772322128205,14.0,
N1,N1_link205,link,,,21.79563890547555,92.07804310963606,1771.9999999999914,
N1,N1_LRP325a,bridge,0.0,NOL BELA-1 BOX CULVERT,21.787854008387,92.0788540064516,20.6,
N1,N1_link206,link,,,21.7874257461935,92.07890166122576,96.99999999997999,
N1,N1_LRP325c,bridge,0.0,NOL BELA BOX CULVERT,21.786997484,92.0789493159999,21.0,
N1,N1_link207,link,,,21.780265703111098,92.0814318946666,1750.0,
N1,N1_LRP327a,bridge,0.0,DIDDA BAZAR BOX CULVERT,21.7735339222222,92.0839144733333,15.7,
N1,N1_link208,link,,,21.756048420685552,92.0835510526241,4449.000000000013,
N1,N1_LRP332a,bridge,0.0,KUMARIKOOL BOX CULVERT,21.7385629191489,92.0831876319149,14.0,
N1,N1_link209,link,,,21.735584889353852,92.08346823250155,673.9999999999782,
N1,N1_LRP332b,bridge,0.0,PASIYAKALI BOX CULVERT,21.7326068595588,92.0837488330882,5.2,
N1,N1_link210,link,,,21.73179734552525,92.0837822386435,183.00000000004957,
N1,N1_LRP332c,bridge,0.027407034332242088,PASIYAKALI (2),21.7309878314917,92.0838156441988,38.8,
N1,N1_link211,link,,,21.72753088279955,92.0836798963374,781.9999999999823,
N1,N1_LRP333a,bridge,0.0,HASIRUGIGI,21.7240739341074,92.083544148476,12.6,
N1,N1_link212,link,,,21.71666265500435,92.08210960440874,1839.999999999975,
N1,N1_LRP335a,bridge,0.0,CHOHAJANYA (1),21.7092513759013,92.0806750603415,12.8,
N1,N1_link213,link,,,21.706040706499,92.07966034275135,789.0000000000441,
N1,N1_LRP336a,bridge,0.0,CHOHAJANIYA (2),21.7028300370967,92.0786456251612,9.3,
N1,N1_link214,link,,,21.68955466351235,92.07772654999064,3121.9999999999573,
N1,N1_LRP339a,bridge,0.027407034332242088,JASJARI BRIDGE,21.676279289928,92.0768074748201,59.6,
N1,N1_link215,link,,,21.6741921251058,92.07660336400579,473.0000000000132,
N1,N1_LRP339c,bridge,0.0,DULAHAJARA (SAFARI PARK),21.6721049602836,92.0763992531915,14.0,
N1,N1_link216,link,,,21.66752270089895,92.07573544957225,966.0000000000082,
N1,N1_LRP340a,bridge,0.0,DULAHAJARA CULVERT,21.6629404415143,92.075071645953,3.5,
N1,N1_link217,link,,,21.6614973716094,92.07508710621511,322.00000000000273,
N1,N1_LRP341a,bridge,0.027407034332242088,DULAHAJAR BRIDGE,21.6600543017045,92.0751025664772,54.4,
N1,N1_link218,link,,,21.6554551837636,92.07433224336515,1060.9999999999786,
N1,N1_LRP342a,bridge,0.027407034332242088,BOYRAGIR KHIL,21.6508560658227,92.0735619202531,61.0,
N1,N1_link219,link,,,21.649470413389402,92.0734455714811,319.0000000000168,
N1,N1_LRP342c,bridge,0.0,PAGOLARIBIL,21.6480847609561,92.0733292227091,4.5,
N1,N1_link220,link,,,21.62730186397865,92.06781814610986,4762.999999999976,
N1,N1_LRP347a,bridge,0.0,FULCHARI (NEWPARA),21.6065189670012,92.0623070695106,7.0,
N1,N1_link221,link,,,21.605847139899552,92.06221343914675,316.0000000000309,
N1,N1_LRP347b,bridge,0.0,FULCHARI (NEWPARA),21.6051753127979,92.0621198087829,5.2,
N1,N1_link222,link,,,21.601884421474303,92.06196052499445,637.9999999999768,
N1,N1_LRP348a,bridge,0.0,FULCHARI CULVERT,21.5985935301507,92.061801241206,9.3,
N1,N1_link223,link,,,21.5973336137464,92.06160539103485,436.00000000003547,
N1,N1_LRP348b,bridge,0.0,FULCHARI BAZAR,21.5960736973421,92.0614095408637,14.0,
N1,N1_link224,link,,,21.59275233568085,92.06222044592205,576.9999999999982,
N1,N1_LRP349a,bridge,0.0,NAPITE KHALI CULVERT,21.5894309740196,92.0630313509804,1.4,
N1,N1_link225,link,,,21.586252549526847,92.06437359874599,1052.9999999999973,
N1,N1_LRP350a,bridge,0.0,EAST NAPITL KHAL BOX CULVERT,21.5830741250341,92.0657158465116,2.5,
N1,N1_link226,link,,,21.578740820662098,92.06823025886814,1044.999999999959,
N1,N1_LRP351a,bridge,0.0,NAEK KHALI BOX CULVERT,21.5744075162901,92.0707446712247,12.4,
N1,N1_link227,link,,,21.56836384258945,92.0702792982049,1522.0000000000482,
N1,N1_LRP352a,bridge,0.0,KHODIA BARI PRIMARY BOX CULVERT,21.5623201688888,92.0698139251851,9.5,
N1,N1_link228,link,,,21.5613122142031,92.06948076259255,255.9999999999718,
N1,N1_LRP353a,bridge,0.0,ISLAMABAD KHODIABARI BOX CULVERT,21.5603042595174,92.0691476,4.8,
N1,N1_link229,link,,,21.5598967553619,92.06904785,113.9999999999759,
N1,N1_LRP353b,bridge,0.0,ISLAMABAD KHODIA BARI BOX CULVERT,21.5594892512064,92.0689481,7.0,
N1,N1_link230,link,,,21.542509495370602,92.0671366622093,3714.0000000000555,
N1,N1_LRP357a,bridge,0.0,SHAT GOREA PARA BOX CULVERT,21.5255297395348,92.0653252244186,14.0,
N1,N1_link231,link,,,21.52463148372085,92.06544999215114,205.99999999996044,
N1,N1_LRP357c,bridge,0.0,KALIRCHARA BOX CULVERT,21.5237332279069,92.0655747598837,8.0,
N1,N1_link232,link,,,21.5222520843238,92.0658594114233,338.99999999999864,
N1,N1_LRP357d,bridge,0.0,KALIRCHARA BAZAR BOX CULVERT,21.5207709407407,92.0661440629629,15.4,
N1,N1_link233,link,,,21.5201398749649,92.06640934661655,153.00000000002,
N1,N1_LRP357f,bridge,0.0,KALIRCHAR,21.5195088091891,92.0666746302702,5.0,
N1,N1_link234,link,,,21.516625391151152,92.0680077604181,707.99999999997,
N1,N1_LRP358a,bridge,0.0,RASHIDNAGAR,21.5137419731132,92.069340890566,3.0,
N1,N1_link235,link,,,21.512090835384697,92.07010077301734,417.00000000003,
N1,N1_LRP358b,bridge,0.0,ROSHIDNAGAR CULVERT,21.5104396976562,92.0708606554687,2.5,
N1,N1_link236,link,,,21.508473312560447,92.07208164868506,522.9999999999677,
N1,N1_LRP359a,bridge,0.0,DOLERCHARA CULVERT,21.5065069274647,92.0733026419014,7.5,
N1,N1_link237,link,,,21.5058194352112,92.07387394859151,198.00000000003593,
N1,N1_LRP359b,bridge,0.0,DOLERCHARA CULVERT,21.5051319429577,92.0744452552816,12.4,
N1,N1_link238,link,,,21.5004427176114,92.07606192045844,1166.9999999999732,
N1,N1_LRP360a,bridge,0.0,ROSHIDNAGAR (2),21.4957534922651,92.0776785856353,14.0,
N1,N1_link239,link,,,21.49531150331485,92.07800664044194,128.00000000004275,
N1,N1_LRP360c,bridge,0.0,"ROSHIDNAGAR U,R CULVERT",21.4948695143646,92.0783346952486,14.1,
N1,N1_link240,link,,,21.48654129140015,92.08652493659075,2795.9999999999923,
N1,N1_LRP363b,bridge,0.0,JOARIANALA CULVERT,21.4782130684357,92.0947151779329,7.2,
N1,N1_link241,link,,,21.47686475901785,92.0957509145664,382.000000000005,
N1,N1_LRP364a,bridge,0.0,JOARIANALA,21.4755164496,92.0967866511999,14.0,
N1,N1_link242,link,,,21.4746805411793,92.09739961870335,237.99999999999955,
N1,N1_LRP364c,bridge,0.0,JORIANALA,21.4738446327586,92.0980125862068,3.0,
N1,N1_link243,link,,,21.4719500815478,92.09932640471385,528.9999999999964,
N1,N1_LRP364d,bridge,0.0,JOARIANALA BAZAR PC GIDER BRIDGE(L),21.470055530337,92.1006402232209,57.6,
N1,N1_link244,link,,,21.460306232736052,92.10005418323206,2669.999999999959,
N1,N1_LRP367a,bridge,0.0,MITA CHARI BOX CULVERT,21.4505569351351,92.0994681432432,9.2,
N1,N1_link245,link,,,21.44697174881755,92.1003680109073,841.0000000000082,
N1,N1_LRP368a,bridge,0.0,RAMU HOSPITAL GATE,21.4433865625,92.1012678785714,1.5,
N1,N1_link246,link,,,21.440293758866247,92.09981757547754,790.0000000000205,
N1,N1_LRP369a,bridge,0.0,MARULA (WEST),21.4372009552325,92.0983672723837,3.0,
N1,N1_link247,link,,,21.435704708824296,92.09781398954755,351.99999999997544,
N1,N1_LRP369b,bridge,0.0,MARULA BOX CULVERT,21.4342084624161,92.0972607067114,2.5,
N1,N1_link248,link,,,21.43250861090235,92.09668949942555,410.000000000025,
N1,N1_LRP369c,bridge,0.0,RAMU BRAC OFFICE,21.4308087593886,92.0961182921397,7.2,
N1,N1_link249,link,,,21.429824395517052,92.0957548391078,231.9999999999709,
N1,N1_LRP370a,bridge,0.0,RAMU BY PASS MORE,21.4288400316455,92.0953913860759,3.5,
N1,N1_link250,link,,,21.4285958144143,92.09473140641819,174.00000000003502,
N1,N1_LRP370c,bridge,0.0,RAMU MOUR BOX CULVDERT,21.4283515971831,92.0940714267605,12.8,
N1,N1_link251,link,,,21.42812379059155,92.09176112138024,483.0000000000041,
N1,N1_LRP370e,bridge,0.0,ROMA CALLAGE BOX CULVERT,21.427895984,92.089450816,18.8,
N1,N1_link252,link,,,21.42750118040575,92.08673831959419,573.9999999999554,
N1,N1_LRP371a,bridge,0.0,ROMA TECHIPUL,21.4271063768115,92.0840258231884,8.2,
N1,N1_link253,link,,,21.42694054504635,92.08223427995355,380.0000000000523,
N1,N1_LRP371c,bridge,0.0,SAMBAR PUL CULVERT,21.4267747132812,92.0804427367187,7.4,
N1,N1_link254,link,,,21.426623156640602,92.07860991835935,380.9999999999718,
N1,N1_LRP372a,bridge,0.0,CHAKMARKOOL,21.4264716,92.0767771,12.4,
N1,N1_link255,link,,,21.4269185249042,92.07383529042144,646.000000000015,
N1,N1_LRP372c,bridge,0.0,CHAKMAR KOOL BOX CULVERT,21.4273654498084,92.0708934808429,9.4,
N1,N1_link256,link,,,21.42727072375915,92.0671683350779,868.9999999999714,
N1,N1_LRP373a,bridge,0.0,KHURUTIA BOX CULVERT,21.4271759977099,92.0634431893129,2.0,
N1,N1_link257,link,,,21.42724246672565,92.0622544281165,258.0000000000382,
N1,N1_LRP373b,bridge,0.0,KHURULIA CULVERT,21.4273089357414,92.0610656669201,6.8,
N1,N1_link258,link,,,21.42757219398345,92.05951652648676,329.9999999999841,
N1,N1_LRP374a,bridge,0.0,KHURULIA SCHOOL BOX CULVERT,21.4278354522255,92.0579673860534,16.6,
N1,N1_link259,link,,,21.4279325685497,92.0568622110939,233.99999999998045,
N1,N1_LRP374c,bridge,0.0,KHURULIA SCHOOL BOX CULVERT,21.4280296848739,92.0557570361344,18.6,
N1,N1_link260,link,,,21.4280440898507,92.05449260384304,266.9999999999959,
N1,N1_LRP374e,bridge,0.0,KHURULIA CHAIRMAN PARA BOX CULVERT,21.4280584948275,92.0532281715517,7.2,
N1,N1_link261,link,,,21.42875185254195,92.0488044453912,984.0000000000373,
N1,N1_LRP375c,bridge,0.0,WEST DOVGE BOX CULVERT,21.4294452102564,92.0443807192307,10.9,
N1,N1_link262,link,,,21.429616805128198,92.04198764441534,500.0,
N1,N1_LRP376a,bridge,0.0,MUKTAR KUL,21.4297884,92.0395945696,9.2,
N1,N1_link263,link,,,21.4295958814917,92.0357416593856,841.9999999999845,
N1,N1_LRP377a,bridge,0.027407034332242088,BAKKHALI BRIDGE,21.4294033629834,92.0318887491712,148.5,
N1,N1_link264,link,,,21.429864573221,92.0307547238337,269.00000000000546,
N1,N1_LRP377c,bridge,0.0,MOHURI RARA BOX,21.4303257834586,92.0296206984962,3.5,
N1,N1_link265,link,,,21.430239852598852,92.02898209707415,144.00000000000546,
N1,N1_LRP377d,bridge,0.0,RABAR DAM BOX,21.4301539217391,92.0283434956521,10.3,
N1,N1_link266,link,,,21.42832627139155,92.02611345165965,615.0000000000091,
N1,N1_LRP377f,bridge,0.0,LINK ROAD CULVERT,21.426498621044,92.0238834076672,9.0,
N1,N1_link267,link,,,21.42037927626665,92.0312785468123,2257.9999999999814,
N1,N1_LRP380a,bridge,0.0,KANAR PARA,21.4142599314893,92.0386736859574,10.9,
N1,N1_link268,link,,,21.413378387270498,92.03910026886425,368.99999999997135,
N1,N1_LRP380c,bridge,0.0,SHORAR COOL,21.4124968430517,92.0395268517711,8.3,
N1,N1_link269,link,,,21.4113975144489,92.0445945378855,977.0000000000323,
N1,N1_LRP381b,bridge,0.0,SOUTH MITHACHARI,21.4102981858461,92.0496622239999,8.2,
N1,N1_link270,link,,,21.4101109348644,92.0507753337948,259.00000000001455,
N1,N1_LRP381c,bridge,0.0,SOUTH MITTA CULVERT,21.4099236838827,92.0518884435897,1.9,
N1,N1_link271,link,,,21.40938180003655,92.05345612655675,376.9999999999527,
N1,N1_LRP382a,bridge,0.0,SOUTH MITHACHARI,21.4088399161904,92.0550238095238,3.0,
N1,N1_link272,link,,,21.40839866164545,92.0555181509157,165.99999999999682,
N1,N1_LRP382b,bridge,0.0,SOUTH MITHACHARI,21.4079574071005,92.0560124923076,2.8,
N1,N1_link273,link,,,21.4060536621323,92.05892559801944,714.0000000000555,
N1,N1_LRP383a,bridge,0.0,CHALATOLI,21.4041499171641,92.0618387037313,1.6,
N1,N1_link274,link,,,21.403079646004052,92.0632896644436,473.99999999998954,
N1,N1_LRP383b,bridge,0.0,CHALIYATOLI,21.402009374844,92.0647406251559,3.6,
N1,N1_link275,link,,,21.3985118988013,92.06616451947451,875.0,
N1,N1_LRP384a,bridge,0.0,PANCHORI,21.3950144227586,92.0675884137931,8.3,
N1,N1_link276,link,,,21.3889610449319,92.0692697490018,1438.9999999999645,
N1,N1_LRP385g,bridge,0.0,PANCHARA SLAB CULVERT,21.3829076671052,92.0709510842105,1.7,
N1,N1_link277,link,,,21.3818749553403,92.07097467534545,256.00000000002865,
N1,N1_LRP386a,bridge,0.0,PANCHORI,21.3808422435754,92.0709982664804,0.8,
N1,N1_link278,link,,,21.3800775217877,92.0707448260973,185.99999999997863,
N1,N1_LRP386c,bridge,0.0,DALA-2 SLAB CULVERT,21.3793128,92.0704913857142,1.5,
N1,N1_link279,link,,,21.3781005142857,92.0708068571428,323.0000000000359,
N1,N1_LRP386e,bridge,0.0,DALA SLAB CULVERT,21.3768882285714,92.0711223285714,1.5,
N1,N1_link280,link,,,21.37658375879115,92.07143407994499,94.99999999997044,
N1,N1_LRP386f,bridge,0.0,DALA SLAB CULVERT,21.3762792890109,92.0717458313186,3.0,
N1,N1_link281,link,,,21.3754082621355,92.0729036723067,363.9999999999759,
N1,N1_LRP387a,bridge,0.0,PANAR CHORI SLAB CULVERT,21.3745372352601,92.0740615132948,1.3,
N1,N1_link282,link,,,21.3744586271676,92.0744616274566,89.00000000005548,
N1,N1_LRP387b,bridge,0.0,PANAR HORA SLAB CULVERT,21.3743800190751,92.0748617416184,1.3,
N1,N1_link283,link,,,21.3725351449744,92.07696451012956,659.9999999999682,
N1,N1_LRP387e,bridge,0.0,TULA BAGAN BOX CULVERT,21.3706902708737,92.0790672786407,1.3,
N1,N1_link284,link,,,21.37021695490245,92.0793553805417,117.999999999995,
N1,N1_LRP387f,bridge,0.0,TELA BAGAN SLAB CULVERT,21.3697436389312,92.0796434824427,1.3,
N1,N1_link285,link,,,21.36919442900755,92.07984749083965,148.00000000002456,
N1,N1_LRP388a,bridge,0.0,TULA BAGAN.,21.3686452190839,92.0800514992366,1.3,
N1,N1_link286,link,,,21.364557709658747,92.08010205534259,1004.9999999999955,
N1,N1_LRP389a,bridge,0.0,TULA BAGAN,21.3604702002336,92.0801526114486,2.5,
N1,N1_link287,link,,,21.360098993341047,92.07997757371496,93.00000000001774,
N1,N1_LRP389b,bridge,0.0,NORTH-CONIAPARA,21.3597277864485,92.0798025359813,1.3,
N1,N1_link288,link,,,21.35799154442425,92.07944261799065,418.9999999999827,
N1,N1_LRP389d,bridge,0.0,NORTH CONIA PARA BOX CULVERT,21.3562553024,92.0790827,4.0,
N1,N1_link289,link,,,21.3531402488019,92.07875849676256,725.9999999999991,
N1,N1_LRP390a,bridge,0.027407034332242088,WEST CONIARA,21.3500251952038,92.0784342935251,21.5,
N1,N1_link290,link,,,21.346057256199998,92.0786440844261,916.9999999999732,
N1,N1_LRP391a,bridge,0.0,KHONIA POLONG,21.3420893171962,92.0788538753271,14.1,
N1,N1_link291,link,,,21.3154320585981,92.08940442210334,7071.000000000026,
N1,N1_LRP398a,bridge,0.0,SHAPUR,21.2887748,92.0999549688796,14.1,
N1,N1_link292,link,,,21.2862565157718,92.10025480188945,570.9999999999695,
N1,N1_LRP398d,bridge,0.0,COURT BAZAR,21.2837382315436,92.1005546348993,10.3,
N1,N1_link293,link,,,21.2788720112035,92.10248848993959,1172.0000000000255,
N1,N1_LRP400a,bridge,0.0,RATNAPALANG,21.2740057908634,92.1044223449799,14.0,
N1,N1_link294,link,,,21.26631500676035,92.11257016465774,2473.9999999999895,
N1,N1_LRP402b,bridge,0.0,JADI MORA (2) CULVERT,21.2586242226573,92.1207179843356,2.4,
N1,N1_link295,link,,,21.256915328901847,92.1225525976071,548.0000000000018,
N1,N1_LRP403a,bridge,0.0,JADIMORA (1),21.2552064351464,92.1243872108786,2.4,
N1,N1_link296,link,,,21.243042456880097,92.14257217845909,5293.000000000006,
N1,N1_LRP408a,bridge,0.0,P. F PARA SLAB,21.2308784786138,92.1607571460396,2.0,
N1,N1_link297,link,,,21.223445032376198,92.1622106512376,1850.0000000000227,
N1,N1_LRP410a,bridge,0.0,KATU PALLANG SLAB,21.2160115861386,92.1636641564356,2.0,
N1,N1_link298,link,,,21.215473774701948,92.1646076797484,240.99999999998545,
N1,N1_LRP410b,bridge,0.0,KUTUNG PALANG SLAB,21.2149359632653,92.1655512030612,1.8,
N1,N1_link299,link,,,21.214683412244852,92.16597897397955,98.99999999998954,
N1,N1_LRP410c,bridge,0.0,KOSUKONA,21.2144308612244,92.1664067448979,2.2,
N1,N1_link300,link,,,21.210367794791303,92.16821238140415,1055.9999999999832,
N1,N1_LRP411a,bridge,0.0,BALAKHALI TV CENTER,21.2063047283582,92.1700180179104,6.4,
N1,N1_link301,link,,,21.205322857822352,92.17018737185839,240.0000000000091,
N1,N1_LRP411b,bridge,0.0,BALUKHALI-2 SLAB,21.2043409872865,92.1703567258064,2.2,
N1,N1_link302,link,,,21.2031540802656,92.17037869677415,278.00000000002,
N1,N1_LRP412a,bridge,0.0,BALUKHALI KASTOM,21.2019671732447,92.1704006677419,3.1,
N1,N1_link303,link,,,21.199799795914352,92.1704889661718,483.0000000000041,
N1,N1_LRP412b,bridge,0.028320602143316824,BALUKHALI OLD BUS STAND,21.197632418584,92.1705772646017,39.3,
N1,N1_link304,link,,,21.196473974581252,92.1705423653587,296.9999999999686,
N1,N1_LRP412d,bridge,0.0,BAKUHHALI KASHAMIA,21.1953155305785,92.1705074661157,3.0,
N1,N1_link305,link,,,21.189644981026,92.16490505551849,1877.0000000000095,
N1,N1_LRP414a,bridge,0.0,GOGU GONA,21.1839744314735,92.1593026449213,1.2,
N1,N1_link306,link,,,21.179697620675,92.15777762925075,1047.0000000000255,
N1,N1_LRP415c,bridge,0.4841909398696102,THANG KHALI BRIDGE,21.1754208098765,92.1562526135802,48.8,
N1,N1_link307,link,,,21.1721210868737,92.1549575048546,814.9999999999977,
N1,N1_LRP416d,bridge,0.027407034332242088,JAM TOLI BRIDGE,21.1688213638709,92.153662396129,9.4,
N1,N1_link308,link,,,21.168527147389952,92.15340418897355,86.99999999998909,
N1,N1_LRP416e,bridge,0.0,JAM TOLI BOX CULVERT,21.168232930909,92.1531459818181,3.0,
N1,N1_link309,link,,,21.166610368579498,92.15266802684656,425.9999999999877,
N1,N1_LRP417b,bridge,0.0,DAIM PARA CULVERT,21.16498780625,92.152190071875,4.6,
N1,N1_link310,link,,,21.16259615358795,92.1523578947338,550.0000000000114,
N1,N1_LRP417d,bridge,0.0,DAIM PARA CULVERT,21.1602045009259,92.1525257175926,3.0,
N1,N1_link311,link,,,21.15504757499825,92.15387066957695,1290.9999999999968,
N1,N1_LRP418b,bridge,0.027407034332242088,PALONG KHALI BAZAR BRIDGE,21.1498906490706,92.1552156215613,15.2,
N1,N1_link312,link,,,21.14537770761985,92.15786892495976,1223.0000000000132,
N1,N1_LRP420a,bridge,0.027407034332242088,GIRA TALI RCC GIDER BRIDGE,21.1408647661691,92.1605222283582,15.4,
N1,N1_link313,link,,,21.14053761061355,92.1610376616915,133.9999999999577,
N1,N1_LRP420c,bridge,0.0,GIVATOLI RCC GIDER BRIDGE,21.140210455058,92.1615530950248,3.3,
N1,N1_link314,link,,,21.1395488195688,92.1625955012437,271.000000000015,
N1,N1_LRP420d,bridge,0.0,GIVA TOLI RCC GIDER BRIDGE,21.1388871840796,92.1636379074626,3.3,
N1,N1_link315,link,,,21.1384768398846,92.1644178537313,196.00000000002638,
N1,N1_LRP420e,bridge,0.0,GIVA TOLI BOX CULVERT,21.1380664956896,92.1651978,1.2,
N1,N1_link316,link,,,21.13733951581355,92.16985028984375,995.9999999999809,
N1,N1_LRP421d,bridge,0.027407034332242088,KHARA KANDI RCC GIDER BRIDGE,21.1366125359375,92.1745027796875,15.2,
N1,N1_link317,link,,,21.136326916795,92.1752798867921,187.99999999998818,
N1,N1_LRP421f,bridge,0.0,ULUBANIA RCC GIDER BRIDGE,21.1360412976525,92.1760569938967,4.8,
N1,N1_link318,link,,,21.1351400500408,92.17760785545035,427.0000000000209,
N1,N1_LRP422b,bridge,0.0,DMONIR GONA RCC GIDER BRIDGE,21.1342388024291,92.179158717004,3.3,
N1,N1_link319,link,,,21.132003450313647,92.1831028591026,1033.0000000000155,
N1,N1_LRP423b,bridge,0.4841909398696102,BALU KHALI-3 BOX CULVERT,21.1297680981982,92.1870470012012,7.9,
N1,N1_link320,link,,,21.12938709009005,92.18747530660659,125.99999999997635,
N1,N1_LRP423c,bridge,0.0,W HIME KANG BOX CULVERT,21.1290060819819,92.187903612012,1.2,
N1,N1_link321,link,,,21.12866438423415,92.18828772717714,112.99999999999955,
N1,N1_LRP423d,bridge,0.0,WHIKE KANG BOX CULVERT,21.1283226864864,92.1886718423423,1.2,
N1,N1_link322,link,,,21.126713187605198,92.19001965618595,468.00000000001774,
N1,N1_LRP424a,bridge,0.4841909398696102,wheke kang (1),21.125103688724,92.1913674700296,6.4,
N1,N1_link323,link,,,21.1244320913769,92.19176317904464,181.99999999995953,
N1,N1_LRP424b,bridge,0.0,WHIKE KANG BRIDGE,21.1237604940298,92.1921588880597,3.35,
N1,N1_link324,link,,,21.1233356509972,92.1924406188086,114.00000000003274,
N1,N1_LRP424c,bridge,0.054814068664484177,MOA EX-KANG-BAZAR,21.1229108079646,92.1927223495575,13.0,
N1,N1_link325,link,,,21.12272276238935,92.19284145486719,50.99999999998772,
N1,N1_LRP424e,bridge,0.0,HOA EX KANG BAZAE,21.1225347168141,92.1929605601769,3.2,
